doc_id,D,sex,score_x,score_y
1,1,male,0.96137,0.96137
2,2,female,0.8549,0.8549
10,10,female,0.79653,0.79653
3,3,male,0.84878,0.84878
13,13,female,0.78209,0.78209
4,4,male,0.84419,0.84419
14,14,female,0.77114,0.77114
5,5,male,0.84032,0.84032
18,18,female,0.74944,0.74944
25,25,female,0.72649,0.72649
6,6,male,0.83243,0.83243
27,27,female,0.71569,0.71569
7,7,male,0.82,0.82
29,29,female,0.70321,0.70321
30,30,female,0.68973,0.68973
8,8,male,0.80413,0.80413
31,31,female,0.68834,0.68834
9,9,male,0.79658,0.79658
12,12,male,0.7949,0.7949
15,15,male,0.77033,0.77033
16,16,male,0.75761,0.75761
17,17,female,0.75068,0.75068
19,19,male,0.7449,0.7449
20,20,male,0.74427,0.74427
21,21,female,0.73032,0.73032
22,22,male,0.72893,0.72893
23,23,female,0.72773,0.72773
24,24,female,0.72654,0.72654
26,26,male,0.72114,0.72114
28,28,male,0.71545,0.71545
32,32,female,0.68772,0.68772
33,33,male,0.68648,0.68648
34,34,male,0.68504,0.68504
35,35,female,0.68361,0.68361
36,36,male,0.68136,0.68136
37,37,male,0.65937,0.65937
38,38,female,0.65291,0.65291
39,39,female,0.64847,0.64847
40,40,female,0.62538,0.62538
41,41,male,0.60487,0.60487
42,42,female,0.59722,0.59722
43,43,female,0.56203,0.56203
44,44,female,0.54774,0.54774
45,45,female,0.52192,0.52192
46,46,female,0.50045,0.50045
47,47,male,0.4656,0.4656
48,48,male,0.45661,0.45661
49,49,male,0.42611,0.42611
50,50,female,0.33733,0.33733
11,11,male,0.79596,0.79596
